date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:59	46447/46447	---M-Z	200	added ('OK')	text/html	etag:%2204d514f9cfad81:0%22	https://gvpce.ac.in/	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/index.html	(from )
18:49:59	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Nov%202022%2013:24:09%20GMT	https://gvpce.ac.in/robots.txt		(from )
18:50:00	238/238	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Nov%202022%2013:20:00%20GMT	http://www.w3.org/1999/xhtml	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/www.w3.org/1999/xhtml.0.delayed	(from https://gvpce.ac.in/)
18:50:01	3638/3638	---M--	200	added ('OK')	image/x-icon	etag:%22077c701514c81:0%22	https://gvpce.ac.in/favicon.ico	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/favicon.ico	(from https://gvpce.ac.in/)
18:50:01	15690/15690	---M--	200	added ('OK')	text/css	etag:%22403f8e2a92c3d81:0%22	https://gvpce.ac.in/images/stylegvp2.css	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/stylegvp2.css	(from https://gvpce.ac.in/)
18:50:02	2725/2725	---M-Z	200	added ('OK')	text/html	etag:%22aa5-53beb90aa8180;eb-4d3672e1409c0	https://www.w3.org/1999/xhtml/	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/www.w3.org/1999/xhtml/index.html	(from https://gvpce.ac.in/)
18:50:02	8505/8505	---M--	200	added ('OK')	text/css	etag:%228c017b2a37ed11:0%22	https://gvpce.ac.in/engine1//style.css	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/engine1/style.css	(from https://gvpce.ac.in/)
18:50:05	46794/46794	---M--	200	added ('OK')	image/jpeg	etag:%227399e84926b9d81:0%22	https://gvpce.ac.in/images/banner.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/banner.jpg	(from https://gvpce.ac.in/)
18:50:07	180/180	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Nov%202022%2013:24:17%20GMT	https://gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023.7.delayed	(from https://gvpce.ac.in/)
18:50:07	1132628/1132628	---M--	200	added ('OK')	image/jpeg	etag:%221f470aaf4f3d71:0%22	https://gvpce.ac.in/images/SILVER%20JUBILEE%20BANNER%2025%20years%20(1).jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/SILVER%20JUBILEE%20BANNER%2025%20years%20(1).jpg	(from https://gvpce.ac.in/)
18:50:07	29353/29353	---M--	200	added ('OK')	text/html	etag:%228594262d8dead81:0%22	https://gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/index.html	(from https://gvpce.ac.in/)
18:50:10	93637/93637	---M--	200	added ('OK')	application/javascript	etag:%2203363be6971ce1:0%22	https://gvpce.ac.in/engine1//jquery.js	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/engine1/jquery.js	(from https://gvpce.ac.in/)
18:50:14	1579773/1579773	---M--	200	added ('OK')	application/pdf	etag:%226895172dd6ecd71:0%22	https://gvpce.ac.in/General%20Notifications/message%20of%20governing%20body.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/General%20Notifications/message%20of%20governing%20body.pdf	(from https://gvpce.ac.in/)
18:50:14	209/209	---M--	200	added ('OK')	image/gif	etag:%2268b292a43b50cb1:0%22	https://gvpce.ac.in/images/new.gif	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/new.gif	(from https://gvpce.ac.in/)
18:50:16	347496/347496	---M--	200	added ('OK')	application/pdf	etag:%22dc9ca776d3f5d81:0%22	https://gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/SPECIAL%20ROUND%20ADMISSION.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/SPECIAL%20ROUND%20ADMISSION.pdf	(from https://gvpce.ac.in/)
18:50:17	265764/265764	---M--	200	added ('OK')	image/jpeg	etag:%22ca6020ee3ef8d81:0%22	https://gvpce.ac.in/General%20Notifications/2022/1114-GVP-8%20x%2013.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/General%20Notifications/2022/1114-GVP-8%20x%2013.jpg	(from https://gvpce.ac.in/)
18:50:18	390483/390483	---M--	200	added ('OK')	application/pdf	etag:%223f81b07d0edd81:0%22	https://gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/I%20Year%20B.Tech.%20Freshers%20Circular.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/I%20Year%20B.Tech.%20Freshers%20Circular.pdf	(from https://gvpce.ac.in/)
18:50:19	339738/339738	---M--	200	added ('OK')	application/pdf	etag:%228d71bb48fcedd81:0%22	https://gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/Bus%20Transport%20with%20routes.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/Bus%20Transport%20with%20routes.pdf	(from https://gvpce.ac.in/)
18:50:19	190738/190738	---M--	200	added ('OK')	application/pdf	etag:%2294fcef4baef5d81:0%22	https://gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/B.%20Tech.%20Semester-1%20Regular%20Time%20Table%20(2022-23)-1.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/B.Tech%20Admissions/2022-2023/B.%20Tech.%20Semester-1%20Regular%20Time%20Table%20(2022-23)-1.pdf	(from https://gvpce.ac.in/)
18:50:19	115559/115559	---M--	200	added ('OK')	application/pdf	etag:%223860a130fc8d81:0%22	https://gvpce.ac.in/placements/Placements%20Data%202022%20Batch.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/placements/Placements%20Data%202022%20Batch.pdf	(from https://gvpce.ac.in/)
18:50:19	80497/80497	---M--	200	added ('OK')	image/jpeg	etag:%22b6709b11aaacd81:0%22	https://gvpce.ac.in/B.Tech/ADMISSION%20PROCEDURE/ICET%20BEST%20AND%20LAST%20RANKS%202021.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/ADMISSION%20PROCEDURE/ICET%20BEST%20AND%20LAST%20RANKS%202021.jpg	(from https://gvpce.ac.in/)
18:50:24	401794/401794	---M--	200	added ('OK')	image/jpeg	etag:%2287e0fb7766bfd81:0%22	https://gvpce.ac.in/General%20Notifications/2022/0902-GVP-Eng-8x7%20ADVT.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/General%20Notifications/2022/0902-GVP-Eng-8x7%20ADVT.jpg	(from https://gvpce.ac.in/)
18:50:31	1898247/1898247	---M--	200	added ('OK')	application/pdf	etag:%22c5da293fdd2d81:0%22	https://gvpce.ac.in/General%20Notifications/2022/HIGHLIGHTS-M.TECH.-2022-23%20ADMISSIONS.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/General%20Notifications/2022/HIGHLIGHTS-M.TECH.-2022-23%20ADMISSIONS.pdf	(from https://gvpce.ac.in/)
18:50:34	2041136/2041136	---M--	200	added ('OK')	image/jpeg	etag:%22ce249fc1a0d81:0%22	https://gvpce.ac.in/B.Tech/ADMISSION%20PROCEDURE/BLR2021-22.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/B.Tech/ADMISSION%20PROCEDURE/BLR2021-22.jpg	(from https://gvpce.ac.in/)
18:50:42	18920/18920	---M--	200	added ('OK')	text/html	etag:%2276d6f02ef6aed81:0%22	https://gvpce.ac.in/CFSR/AZADIKAAMRITMAHOTSAV.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/CFSR/AZADIKAAMRITMAHOTSAV.html	(from https://gvpce.ac.in/)
18:50:44	14486/14486	---M--	200	added ('OK')	text/html	etag:%2231f4d56dd1fd81:0%22	https://gvpce.ac.in/General%20Notifications.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/General%20Notifications.html	(from https://gvpce.ac.in/)
18:50:44	56267/56267	---M--	200	added ('OK')	text/html	etag:%2220e7d93364f5d81:0%22	https://gvpce.ac.in/examnotifications.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/examnotifications.html	(from https://gvpce.ac.in/)
18:50:44	82702/82702	---M--	200	added ('OK')	text/html	etag:%225f1f989111edd81:0%22	https://gvpce.ac.in/timetables.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/timetables.html	(from https://gvpce.ac.in/)
18:50:45	10885/10885	---M--	200	added ('OK')	text/html	etag:%22f13ab41b7a0d81:0%22	https://gvpce.ac.in/applicationforms.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/applicationforms.html	(from https://gvpce.ac.in/)
18:50:47	705741/705741	---M-Z	200	added ('OK')	text/html	etag:%220e58ae36cfbd81:0%22	https://gvpce.ac.in/result.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/result.html	(from https://gvpce.ac.in/)
18:50:48	23015/23015	---M--	200	added ('OK')	text/html	etag:%22d713db51e7efd71:0%22	https://gvpce.ac.in/campusplace.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/campusplace.html	(from https://gvpce.ac.in/)
18:50:48	1484/1484	---M--	303	error ('See%20Other')	text/html	date:Mon,%2021%20Nov%202022%2013:20:19%20GMT	http://49.205.68.18/	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/49.205.68.18/index.html	(from https://gvpce.ac.in/)
18:50:49	17706/17706	---MC-	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2013:11:23%20GMT	http://125.62.214.206/	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/125.62.214.206/index.html	(from https://gvpce.ac.in/)
18:50:49	46447/46447	---M-Z	200	added ('OK')	text/html	etag:%2204d514f9cfad81:0%22	https://gvpce.ac.in/index.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/index-2.html	(from https://gvpce.ac.in/)
18:50:49	304798/304798	---M--	200	added ('OK')	application/pdf	etag:%220cd20b3d4dd81:0%22	https://gvpce.ac.in/General%20Notifications/2022/Revised-Circular%20for%20JVD%20Fresh%20Registrations.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/General%20Notifications/2022/Revised-Circular%20for%20JVD%20Fresh%20Registrations.pdf	(from https://gvpce.ac.in/)
18:50:56	10923/10923	---M--	200	added ('OK')	text/html	etag:%22322aa23c38f0d81:0%22	https://gvpce.ac.in/acal.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/acal.html	(from https://gvpce.ac.in/)
18:50:56	14729/14729	---M--	200	added ('OK')	text/html	etag:%223ef351bf7a0d81:0%22	https://gvpce.ac.in/coursesoffered.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/coursesoffered.html	(from https://gvpce.ac.in/)
18:50:57	147290/147290	---M--	200	added ('OK')	text/html	etag:%2248a554ee111cd71:0%22	https://gvpce.ac.in/feestruc.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/feestruc.html	(from https://gvpce.ac.in/)
18:50:57	37549/37549	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2013:20:57%20GMT	https://formbuilder.ccavenue.com/live/union-bank-of-india/gvp-college-of-engineering-autonomous	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/formbuilder.ccavenue.com/live/union-bank-of-india/gvp-college-of-engineering-autonomous.html	(from https://gvpce.ac.in/)
18:50:58	96/96	---MC-	302	error ('Found')	text/html	date:Mon,%2021%20Nov%202022%2013:20:57%20GMT	http://gvpce.almaconnect.com/	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.almaconnect.com/index.html	(from https://gvpce.ac.in/)
18:50:58	28596/28596	---M--	200	added ('OK')	text/html	etag:%223180f7a3bce3d81:0%22	https://gvpce.ac.in/contactus.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/contactus.html	(from https://gvpce.ac.in/)
18:50:59	186709/186709	---M--	200	added ('OK')	image/jpeg	etag:%22ccf71addfaf3d71:0%22	https://gvpce.ac.in/data1/images/SILVER%20JUBILEE%20BANNER%2025%20years%20(1).jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/data1/images/SILVER%20JUBILEE%20BANNER%2025%20years%20(1).jpg	(from https://gvpce.ac.in/)
18:51:01	515346/515346	---M--	200	added ('OK')	image/png	etag:%22d79a36917af9d81:0%22	https://gvpce.ac.in/CFSR/Flyer-Workshop%20on%20Climate%20Change1.png	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/CFSR/Flyer-Workshop%20on%20Climate%20Change1.png	(from https://gvpce.ac.in/)
18:51:01	647993/647993	---M--	200	added ('OK')	application/pdf	etag:%22a18a9d82ac9d81:0%22	https://gvpce.ac.in/Achievements/Innovation%20Start%20up%20Award_APSCHE.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/Innovation%20Start%20up%20Award_APSCHE.pdf	(from https://gvpce.ac.in/)
18:51:02	317560/317560	---M--	200	added ('OK')	image/jpeg	etag:%22509f2226579dd81:0%22	https://gvpce.ac.in/Achievements/Congratulations_Roller%20Skating.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/Congratulations_Roller%20Skating.jpg	(from https://gvpce.ac.in/)
18:51:02	247939/247939	---M--	200	added ('OK')	application/pdf	etag:%22be3e87a2582ad81:0%22	https://gvpce.ac.in/Achievements/Selection%20to%20JNTUK%20Teams.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/Selection%20to%20JNTUK%20Teams.pdf	(from https://gvpce.ac.in/)
18:51:02	259285/259285	---M--	200	added ('OK')	application/pdf	etag:%222b2546a582ad81:0%22	https://gvpce.ac.in/Achievements/Congratulations%20to%20Students.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/Congratulations%20to%20Students.pdf	(from https://gvpce.ac.in/)
18:51:03	773067/773067	---M--	200	added ('OK')	application/pdf	etag:%2288eaf13ac9d81:0%22	https://gvpce.ac.in/Achievements/Congratulations_VC.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/Congratulations_VC.pdf	(from https://gvpce.ac.in/)
18:51:04	919894/919894	---M--	200	added ('OK')	application/pdf	etag:%224a31388e64f2d71:0%22	https://gvpce.ac.in/Achievements/JNTUK%20Felicitation.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/JNTUK%20Felicitation.pdf	(from https://gvpce.ac.in/)
18:51:06	696437/696437	---M--	200	added ('OK')	application/pdf	etag:%225ea65588c5a7d61:0%22	https://gvpce.ac.in/RatingCertificate_2019-20.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/RatingCertificate_2019-20.pdf	(from https://gvpce.ac.in/)
18:51:07	140363/140363	---M--	200	added ('OK')	image/jpeg	etag:%22b032428674e5d51:0%22	https://gvpce.ac.in/cricket%20runnersup.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/cricket%20runnersup.jpg	(from https://gvpce.ac.in/)
18:51:07	105079/105079	---M--	200	added ('OK')	image/jpeg	etag:%223e3f9eac5d48d61:0%22	https://gvpce.ac.in/nirf2020.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/nirf2020.jpg	(from https://gvpce.ac.in/)
18:51:08	370452/370452	---M--	200	added ('OK')	application/pdf	etag:%225a1e32a2fed7d51:0%22	https://gvpce.ac.in/Congrats%20JRN.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Congrats%20JRN.pdf	(from https://gvpce.ac.in/)
18:51:08	114492/114492	---M--	200	added ('OK')	image/jpeg	etag:%2282ebad4cc5d51:0%22	https://gvpce.ac.in/cricket%20(2).jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/cricket%20(2).jpg	(from https://gvpce.ac.in/)
18:51:08	157588/157588	---M--	200	added ('OK')	application/pdf	etag:%221c5fecd25b6d51:0%22	https://gvpce.ac.in/GVP%20Athlets.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/GVP%20Athlets.pdf	(from https://gvpce.ac.in/)
18:51:09	499421/499421	---M--	200	added ('OK')	application/pdf	etag:%22637b5a8720b9d71:0%22	https://gvpce.ac.in/Achievements/R%20Vasanth%20Kumar.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Achievements/R%20Vasanth%20Kumar.pdf	(from https://gvpce.ac.in/)
18:51:10	80144/80144	---M--	200	added ('OK')	image/jpeg	etag:%22f25bae2df5c8d41:0%22	https://gvpce.ac.in/ISTE%20Award.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ISTE%20Award.jpg	(from https://gvpce.ac.in/)
18:51:10	687595/687595	---M--	200	added ('OK')	image/jpeg	etag:%223ee8251f3b4d61:0%22	https://gvpce.ac.in/KYC%20BANNER%20RFP%20(1).jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/KYC%20BANNER%20RFP%20(1).jpg	(from https://gvpce.ac.in/)
18:51:11	108033/108033	---M--	200	added ('OK')	image/jpeg	etag:%22caee7b518bc2d41:0%22	https://gvpce.ac.in/roller%20skating.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/roller%20skating.jpg	(from https://gvpce.ac.in/)
18:51:11	87797/87797	---M--	200	added ('OK')	image/jpeg	etag:%222247b57be27fd41:0%22	https://gvpce.ac.in/ies.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ies.jpg	(from https://gvpce.ac.in/)
18:51:12	741080/741080	---M--	200	added ('OK')	application/pdf	etag:%22e025b8376f1d41:0%22	https://gvpce.ac.in/GVPCE%20GIRLS%20TEAM.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/GVPCE%20GIRLS%20TEAM.pdf	(from https://gvpce.ac.in/)
18:51:12	119159/119159	---M--	200	added ('OK')	image/jpeg	etag:%22a28b9aa9e27fd41:0%22	https://gvpce.ac.in/table%20tennis%20winners.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/table%20tennis%20winners.jpg	(from https://gvpce.ac.in/)
18:51:13	47175/47175	---M-Z	200	added ('OK')	application/javascript	etag:%22029a71cd1f8d81:0%22	https://gvpce.ac.in/quickmenu.js	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/quickmenu.js	(from https://gvpce.ac.in/)
18:51:14	16694/16694	---M--	200	added ('OK')	text/html	etag:%22c455ffba1410d31:0%22	https://gvpce.ac.in/ibmcoe.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ibmcoe.html	(from https://gvpce.ac.in/)
18:51:14	8783/8783	---M--	200	added ('OK')	image/jpeg	etag:%22bc6a3ea3a33d11:0%22	https://gvpce.ac.in/ice.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ice.jpg	(from https://gvpce.ac.in/)
18:51:16	65141/65141	---M--	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2013:21:14%20GMT	http://www.icredify.com/degreeverify/gvpce	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/www.icredify.com/degreeverify/gvpce.html	(from https://gvpce.ac.in/)
18:51:17	31674/31674	---M--	200	added ('OK')	image/jpeg	etag:%22623b293cc01bd71:0%22	https://gvpce.ac.in/osv.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/osv.jpg	(from https://gvpce.ac.in/)
18:51:18	648791/648791	---M--	200	added ('OK')	application/pdf	etag:%22ea9bdf901a2d21:0%22	https://gvpce.ac.in/ISTEAward.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ISTEAward.pdf	(from https://gvpce.ac.in/)
18:51:18	5899/5899	---M--	200	added ('OK')	text/html	etag:%22d14aa46b4044d81:0%22	https://gvpce.ac.in/mhrdnirf.html	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/mhrdnirf.html	(from https://gvpce.ac.in/)
18:51:24	14140/14140	---M--	200	added ('OK')	image/jpeg	etag:%2219b7bc8b2b2dd71:0%22	https://gvpce.ac.in/mhrdnirf.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/mhrdnirf.jpg	(from https://gvpce.ac.in/)
18:51:25	1131329/1131329	---M--	200	added ('OK')	application/pdf	etag:%22a8e910b950d41:0%22	https://gvpce.ac.in/Sanction%20order%20for%20EMR_2017_000885.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/Sanction%20order%20for%20EMR_2017_000885.pdf	(from https://gvpce.ac.in/)
18:51:25	72255/72255	---M--	200	added ('OK')	application/pdf	etag:%22796e27674ebcd71:0%22	https://gvpce.ac.in/ARI-C-17913.pdf	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ARI-C-17913.pdf	(from https://gvpce.ac.in/)
18:51:27	14482/14482	---M--	200	added ('OK')	image/jpeg	etag:%2250a888542c2dd71:0%22	https://gvpce.ac.in/ARIIA.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/ARIIA.jpg	(from https://gvpce.ac.in/)
18:51:30	31299/31299	---M--	200	added ('OK')	image/jpeg	etag:%225451452c01bd71:0%22	https://gvpce.ac.in/eamcetcode.jpg	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/eamcetcode.jpg	(from https://gvpce.ac.in/)
18:51:31	5984/5984	---MC-	200	added ('OK')	image/png	date:Mon,%2021%20Nov%202022%2013:21:30%20GMT	https://counter2.stat.ovh/private/freecounterstat.php?c=qu6egduln1nmf6ptlfdjg4rrfa1z43qm	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/counter2.stat.ovh/private/freecounterstat342d.png	(from https://gvpce.ac.in/)
18:51:31	1809/1809	---M--	200	added ('OK')	application/javascript	etag:%221e1a86cec2a8d81:0%22	https://gvpce.ac.in/slideshow/home/slideshowpop.js	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/slideshow/home/slideshowpop.js	(from https://gvpce.ac.in/)
18:51:31	8283/8283	---M--	200	added ('OK')	application/javascript	etag:%2278b9dc35585d81:0%22	https://gvpce.ac.in/slideshow/home/slideshow2.js	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/slideshow/home/slideshow2.js	(from https://gvpce.ac.in/)
18:51:32	2642/2642	---M--	200	added ('OK')	application/javascript	etag:%22cc8d1fd57af9d81:0%22	https://gvpce.ac.in/slideshow/home/slideshow3.js	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/slideshow/home/slideshow3.js	(from https://gvpce.ac.in/)
18:51:33	1163/1163	---M-Z	200	added ('OK')	text/plain	etag:%22ddc-5e274ce6eb9c0-gzip%22	https://www.w3.org/robots.txt		(from https://gvpce.ac.in/)
18:51:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Nov%202022%2013:25:45%20GMT	https://gvpce.ac.in/images/bg.gif	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/bg.49.delayed	(from https://gvpce.ac.in/images/stylegvp2.css)
18:51:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Nov%202022%2013:25:45%20GMT	https://gvpce.ac.in/images/headerbg.gif	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/headerbg.4a.delayed	(from https://gvpce.ac.in/images/stylegvp2.css)
18:51:34	99/99	---M--	200	added ('OK')	image/gif	etag:%220e710eff71cc61:0%22	https://gvpce.ac.in/images/hmleftbg.gif	C:/Users/MY%20PC/OneDrive/Desktop/ScrapingProject/GVPCE/GVPCE/gvpce.ac.in/images/hmleftbg.gif	(from https://gvpce.ac.in/images/stylegvp2.css)
